시장,종목명,종목코드,현재가,전일비,등락률,거래량,거래대금,시가총액
코스닥,상아프론테크,089980,"14,890",110,0.74,,,"2,381"
코스닥,케이프,064820,"7,690",-100,-1.28,,,"2,373"
코스닥,셀바스AI,108860,"8,690",-140,-1.59,,,"2,339"
코스닥,대명에너지,389260,"13,020",30,0.23,,,"2,333"
코스닥,서호전기,065710,"45,200",-300,-0.66,,,"2,328"
코스닥,베뉴지,019010,"4,825",-55,-1.13,,,"2,326"
코스닥,슈어소프트테크,298830,"4,325",25,0.58,,,"2,312"
코스닥,DXVX,180400,"2,350",-15,-0.63,,,"2,313"
코스닥,비츠로테크,042370,"8,810",330,3.89,,,"2,308"
코스닥,나무가,190510,"16,350","1,380",9.22,,,"2,303"
코스닥,피에이치에이,043370,"10,960",-40,-0.36,,,"2,302"
코스닥,대아티아이,045390,"3,250",-5,-0.15,,,"2,290"
코스닥,콜마비앤에이치,200130,"7,920",-70,-0.88,,,"2,279"
코스닥,뷰웍스,100120,"25,400",550,2.21,,,"2,279"
코스닥,강원에너지,114190,"8,680",-30,-0.34,,,"2,267"
코스닥,골프존,215000,"35,750",200,0.56,,,"2,243"
코스닥,지씨셀,144510,"14,170",150,1.07,,,"2,239"
코스닥,알멕,354320,"34,750","-3,950",-10.21,,,"2,221"
코스닥,에스엔시스,0008Z0,"23,450",-300,-1.26,,,"2,213"
코스닥,한국캐피탈,023760,"1,402",-25,-1.75,,,"2,212"
코스닥,범한퓨얼셀,382900,"25,200",100,0.40,,,"2,208"
코스닥,칩스앤미디어,094360,"10,290",-210,-2.00,,,"2,197"
코스닥,덕양에너젠,0001A0,"8,600",20,0.23,,,"2,190"
코스닥,클리오,237880,"12,100",-210,-1.71,,,"2,187"
코스닥,티이엠씨,425040,"9,950",810,8.86,,,"2,181"
코스닥,JTC,950170,"4,470",170,3.95,,,"2,180"
코스닥,신흥에스이씨,243840,"5,650",30,0.53,,,"2,179"
코스닥,에이직랜드,445090,"19,890",40,0.20,,,"2,173"
코스닥,삼목에스폼,018310,"14,740",390,2.72,,,"2,167"
코스닥,HLB제약,047920,"6,580",-120,-1.79,,,"2,158"
코스닥,신성에스티,416180,"23,800",-400,-1.65,,,"2,151"
코스닥,미래반도체,254490,"14,890",40,0.27,,,"2,150"
코스닥,심텍홀딩스,036710,"4,020",120,3.08,,,"2,124"
코스닥,에이유브랜즈,481070,"14,950",-210,-1.39,,,"2,142"
코스닥,한국정보인증,053300,"5,400",-100,-1.82,,,"2,137"
코스닥,아리바이오홀딩스,290690,"3,995",-100,-2.44,,,"2,120"
코스닥,오픈엣지테크놀로지,394280,"8,020",40,0.50,,,"2,113"
코스닥,씨메스로보틱스,475400,"17,850",-810,-4.34,,,"2,108"
코스닥,케이엔알시스템,199430,"18,800",-770,-3.93,,,"2,105"
코스닥,흥구석유,024060,"13,990",-990,-6.61,,,"2,099"
코스닥,DSC인베스트먼트,241520,"7,890",80,1.02,,,"2,099"
코스닥,대원산업,005710,"10,470",-30,-0.29,,,"2,098"
코스닥,대화제약,067080,"11,250",-40,-0.35,,,"2,094"
코스닥,이노스페이스,462350,"6,170",270,4.58,,,"2,090"
코스닥,나우로보틱스,459510,"16,020",-260,-1.60,,,"2,079"
코스닥,옵티코어,380540,"8,450",0,0.00,,,"2,067"
코스닥,코메론,049430,"22,800",400,1.79,,,"2,063"
코스닥,바이넥스,053030,"6,310",-70,-1.10,,,"2,062"
코스닥,큐라클,365270,"9,290",-70,-0.75,,,"2,058"
코스닥,금화피에스시,036190,"34,250",300,0.88,,,"2,055"
코스닥,티씨머티리얼즈,125020,"5,850",70,1.21,,,"2,050"
코스닥,이지바이오,353810,"6,160",140,2.33,,,"2,038"
코스닥,바디텍메드,206640,"9,300",-130,-1.38,,,"2,037"
코스닥,미래나노텍,095500,"6,560",-60,-0.91,,,"2,034"
코스닥,세나테크놀로지,061090,"37,200",300,0.81,,,"2,034"
코스닥,오리엔탈정공,014940,"4,455",-50,-1.11,,,"2,030"
